id,title_word_count,document_entropy,freshness,easiness,fraction_stopword_presence,normalization_rate,speaker_speed,silent_period_rate,engagement
57,5,8.757602429,13060,81.49974091,0.575560803,0.025636701,2.250877193,0.049189732,False
58,13,8.517062877,12690,83.45571686,0.590367965,0.012851732,2.765250965,0.0,False
59,9,9.037304073,12570,85.64957038,0.574165756,0.016652736,2.331384615,0.0,False
60,5,8.006347915,15970,86.23364704,0.604254267,0.019045263,2.124864865,0.087728191,False
61,11,7.859456164,14590,84.79105285,0.638752053,0.020251779,2.350657895,0.244981302,False
62,5,6.222464965,15410,65.29135338,0.533742331,0.012269939,1.463636364,0.0,True
63,6,7.675070243,14140,83.75786982,0.613203367,0.023925565,2.043518519,0.192646518,False
64,6,7.608341357,15660,84.46847481,0.608532718,0.034592102,2.347945205,0.0,False
65,9,7.640000099,15240,81.75989268,0.614021572,0.030046225,2.109090909,0.264973711,False
66,5,8.3976786,13630,88.43764702,0.591444867,0.013307985,1.679220779,0.265681235,False
67,10,7.937841628,14050,70.5180628,0.574657281,0.031493146,2.159349593,0.288489395,False
68,12,8.132223659,13630,83.32354282,0.614955135,0.023030907,2.21199095,0.049458792,False
69,6,7.797885809,14780,77.77576185,0.553581344,0.027207107,1.78,0.340021593,False
70,5,8.321854539,13920,90.75067741,0.609942056,0.017535834,2.351851852,0.0,False
71,9,7.75856176,15410,74.29630175,0.566037736,0.029649596,2.22195122,0.0,False
72,4,3.89617463,15130,113.3524167,0.82,0.0,0.1,1.080705822,False
73,7,7.506864518,14410,81.18494762,0.652578519,0.025591315,2.497058824,0.128108658,False
74,4,7.864562587,14310,91.61389702,0.662941177,0.021176471,1.667265469,0.46303668,False
75,11,7.739818414,16220,87.07241562,0.650035638,0.02209551,2.631210191,0.0,False
76,4,8.008819228,15170,83.13654088,0.584367816,0.021609195,2.944444444,0.0,False
77,3,8.128774019,14800,83.23619098,0.63985426,0.022561659,2.362913907,0.0,False
78,6,7.928978034,14180,78.12029697,0.580325369,0.020589731,2.044736842,0.239070794,False
79,7,8.034499984,14160,91.52100334,0.635583067,0.014976038,1.529874214,0.525136242,False
80,4,7.977102078,13850,94.02083897,0.653701968,0.010309278,1.695342466,0.425723376,False
81,9,7.96229983,15610,89.24673756,0.661400021,0.024589306,2.162758621,0.0,False
82,8,7.80120811,14220,83.41855351,0.629324547,0.023887974,2.41292517,0.271444966,False
83,9,7.613400277,13950,84.42547273,0.628390075,0.025389498,1.545945946,0.0,False
84,5,7.645243557,15160,85.43547484,0.627767236,0.016445288,2.275362319,0.200826859,False
85,4,7.97082585,14390,77.06464228,0.559527609,0.035110118,1.908074534,0.0,False
86,5,7.524035378,15490,91.29918765,0.625358166,0.01217765,2.498181818,0.0,False
87,12,7.632427285,14420,78.89317336,0.633319722,0.018783177,2.095689655,0.237726672,False
88,11,7.792485684,13760,92.60628356,0.643498943,0.011892178,1.280887372,0.362839892,False
89,4,7.306327255,15640,92.57448537,0.645533141,0.015369837,2.206521739,0.0,False
90,3,6.958874593,14230,102.0967719,0.693899782,0.020697168,0.95,0.641246639,False
91,8,7.873863066,15020,86.7015914,0.596453018,0.019912881,2.196551724,0.242384609,False
92,10,8.233718472,14180,86.46524295,0.613269576,0.019127316,2.089873418,0.30188211,False
93,13,9.210503931,12090,86.73169251,0.535449107,0.013280156,2.349847716,0.030020988,False
94,5,7.399129642,13990,72.87701302,0.592901879,0.040361865,2.042857143,0.193828494,False
95,7,8.249834749,17020,86.81926223,0.599367289,0.014995255,3.161,0.0,False
96,3,8.284751655,17030,85.08960003,0.60011108,0.017772841,3.000833333,0.0,False
97,10,8.339967196,14190,88.79343314,0.630741519,0.016961873,2.199319728,0.278311535,False
98,3,8.071944019,14410,88.37911317,0.64631838,0.020253644,2.367050691,0.291946436,False
99,6,8.089338695,13790,83.60207811,0.624209899,0.023136553,2.789761092,0.043827709,False
100,7,7.860629022,14500,82.24554021,0.629981025,0.019517484,2.558156028,0.229908219,False
101,7,8.129316097,15070,87.50860894,0.624049946,0.013391241,2.09296875,0.0,False
102,11,7.538269633,14770,86.46931616,0.600286533,0.030563515,1.44965035,0.0,False
103,8,7.875692508,15140,88.77516195,0.647920927,0.018064076,2.347540984,0.0,False
104,12,8.096504399,14430,82.48416667,0.619673856,0.028932141,2.431168831,0.24272878,False
105,6,6.665771895,14300,109.8925072,0.747398297,0.012298959,0.696644295,0.723897961,False
106,6,8.177866796,13940,83.00703112,0.61928038,0.01167685,2.809411765,0.12816981,False
107,4,7.98166278,13980,84.41245871,0.594873398,0.01219131,2.959047619,0.153296757,False
108,12,7.461749551,14500,81.97283217,0.62,0.03,2.358762887,0.208399159,False
109,2,7.812653396,16510,90.47497859,0.625421401,0.00811587,2.069129288,0.007419728,False
110,10,8.006914427,15850,86.7583436,0.623558897,0.010776942,2.416666667,0.0,False
111,7,7.959655444,15920,75.45654596,0.57614017,0.027827879,2.572483221,0.034538938,False
112,4,7.853381378,15600,82.12279369,0.591291912,0.044652789,1.639304813,0.0,False
113,2,8.482924297,15450,81.73044166,0.57417711,0.017627789,5.090735695,0.0,False
114,9,8.111150039,15270,76.53398513,0.598795634,0.033496425,1.996153846,0.0,False
115,6,8.443938553,15150,85.58995626,0.600731056,0.017011106,2.360204082,0.0,False
116,10,7.646620979,16310,83.7023487,0.630999213,0.014948859,2.61875,0.0,False
117,2,7.136172219,15240,86.26553049,0.566550523,0.036236934,1.781012658,0.0,False
118,6,7.757201656,14210,91.8144439,0.623631452,0.019621783,2.392631579,0.240387514,False
119,13,7.213357615,16090,74.81178749,0.576323988,0.015576324,3.305263158,0.0,True
120,2,7.715580036,15160,84.27337777,0.605003292,0.023699803,1.736470588,0.0,False
121,3,7.683958852,15060,79.67833185,0.574712644,0.023535851,1.874226804,0.270158176,False
122,4,7.868816358,13540,94.9346174,0.653419593,0.003696858,2.006844106,0.3577149,False
123,7,8.304068352,15130,82.97978177,0.60862394,0.025801131,2.271857923,0.0,False
124,5,8.155784059,14420,77.40248869,0.588506454,0.021819299,2.35,0.0,False
125,10,7.023027345,15270,91.20826062,0.710904733,0.010485321,2.479699248,0.20728332,False
126,6,7.357230357,14650,102.944684,0.735909823,0.009661836,1.140540541,0.0,False
127,10,8.56059088,13800,80.96396059,0.565612505,0.014721919,1.290070922,0.210477007,False
128,8,7.842945684,14590,79.87235888,0.585760518,0.023193096,2.251851852,0.329413105,False
129,4,8.059481682,17390,82.84952014,0.640842045,0.020621509,2.991266376,0.034600481,True
130,18,7.894988117,17390,85.83174316,0.620168067,0.017366947,2.74453125,0.060010795,False
131,3,8.389986131,14860,91.54507212,0.643291989,0.018377333,6.831150794,0.389408199,False
132,7,7.766443536,14590,90.50515853,0.668695532,0.026283027,2.143636364,0.293048241,False
133,8,7.603331909,16950,83.32715945,0.616635397,0.011257036,2.103947368,0.0,False
134,6,8.272266253,14590,80.90837297,0.604836816,0.029701808,2.534848485,0.184647651,False
135,5,8.399630871,15430,82.04124133,0.57557643,0.024053515,2.292592593,0.0,False
136,4,8.340606188,14410,84.01137494,0.612539408,0.020336575,5.772631579,0.191313604,False
137,6,7.902066448,15220,83.6313894,0.62605042,0.021288515,2.084431138,0.0,False
138,7,7.536078495,14840,77.51179345,0.610556348,0.035663338,1.981428571,0.0,False
139,5,8.134450304,14410,87.87550098,0.633146741,0.025389844,2.097634409,0.298836674,False
140,3,8.522399832,13630,89.54774378,0.577147137,0.01123502,2.094107143,0.111043588,False
141,7,7.89267841,14420,74.99872502,0.502331002,0.027389277,1.924719101,0.349634238,False
142,4,8.085053802,15970,89.98571727,0.620993502,0.013547748,1.459836066,0.027076439,False
143,4,7.817259117,15620,70.12742588,0.495990836,0.038373425,2.030588235,0.0,False
144,13,8.629313635,13420,82.50172924,0.572608126,0.015334207,2.717028986,0.140488439,False
145,4,8.093415247,14280,86.03845227,0.644654977,0.013716063,2.234951456,0.170483111,False
146,6,8.59471509,14510,84.79408124,0.594182288,0.020168067,2.339375,0.0,False
147,7,7.197918165,14950,73.27112959,0.548538012,0.029239766,2.385714286,0.119862601,False
148,3,8.332377817,17020,79.90330025,0.575843551,0.022798663,2.954790419,0.0,False
149,1,7.801945041,15680,80.79112644,0.609832636,0.015690377,2.678095238,0.0,False
150,9,8.431722034,13950,89.9415205,0.632010438,0.014799813,15.60124611,0.274152082,False
151,7,7.801782747,15170,81.08974103,0.602752019,0.033203709,2.503846154,0.239733891,False
152,10,8.197167869,12240,78.28552849,0.583114447,0.017636023,2.918888889,0.077981239,False
153,3,7.366826673,15060,98.18115276,0.710836609,0.015721505,1.535964912,0.513912269,False
154,9,7.770802347,12340,91.63485408,0.643989622,0.01623907,2.158386412,0.261803671,False
155,9,6.99016565,13770,83.00140649,0.633480826,0.019174041,2.132258065,0.257964388,False
156,9,8.50419312,14200,83.68670879,0.617939394,0.014909091,2.636513158,0.0,False
157,8,7.750102254,14070,80.4555588,0.616645649,0.040037831,2.321481481,0.29325558,False
158,10,7.134599958,15680,77.00859264,0.570379437,0.020807834,2.561290323,0.0,True
159,6,8.206526407,14490,89.8832372,0.642363186,0.016050542,2.038053097,0.333974876,False
160,13,7.814770708,14180,87.24467638,0.617656712,0.028224483,1.792857143,0.312488113,False
161,3,7.245158108,17140,69.8988843,0.557510149,0.028416779,2.503448276,0.005501744,True
162,6,7.536043246,15120,85.97110646,0.643158921,0.035749106,1.77251462,0.380761185,False
163,7,8.521044818,13560,85.46552585,0.605912596,0.01285347,2.719617225,0.0,False
164,2,7.890453544,15890,85.07563193,0.563642883,0.02223019,1.777922078,0.048032021,False
165,9,8.370915235,15150,85.90903565,0.589591338,0.02200489,3.590744102,0.36323412,False
166,4,8.409575074,14500,82.47690941,0.59148872,0.016826379,2.602,0.205158322,False
167,8,7.565336717,13940,85.82901823,0.640023509,0.020570085,1.938372093,0.309809563,False
168,5,7.656063835,17030,82.81913473,0.614425163,0.026030369,2.508843537,0.0,False
169,7,8.616825438,15930,84.51840435,0.581191166,0.017650253,2.476590909,0.049788991,False
170,9,7.121599002,15500,90.39064422,0.604166667,0.010416667,2.206666667,0.0,False
171,5,8.251140444,16310,88.32649994,0.615314494,0.016147936,2.660791367,0.0,True
172,2,8.230667626,15960,87.83216362,0.606195088,0.023209092,8.739153439,0.074470655,False
173,8,8.211997373,16320,84.91449769,0.626503087,0.019580761,2.325146199,0.0,False
174,5,7.232691745,15270,87.76731355,0.582831325,0.032379518,1.934328358,0.0,False
175,1,7.368624349,14680,86.40944118,0.585253456,0.01843318,1.945454545,0.0,False
176,10,7.757884501,14780,75.84944804,0.548415886,0.038821955,2.258585859,0.236720829,False
177,4,8.107603509,15490,82.03539584,0.632029501,0.017384433,2.477181208,0.0,False
178,4,8.077876913,14880,85.76452507,0.631380227,0.020137044,1.681042654,0.232938063,False
179,14,7.82860575,14030,89.91471211,0.626770215,0.011649155,1.90840708,0.363588825,False
180,3,7.045893091,14950,78.1997973,0.534883721,0.029069767,2.226086957,0.163948734,True
181,4,7.417544116,15510,91.25004945,0.619733925,0.017738359,1.861702128,0.0,False
182,3,7.396145097,14210,70.20907404,0.613504823,0.025723473,2.905660377,0.107599961,False
183,21,8.623788961,13430,81.02741834,0.585755658,0.01598198,3.010855263,0.119313937,False
184,6,8.389280887,14500,84.88390013,0.612767497,0.017173102,12.53073171,0.172298315,False
185,12,8.27439551,12740,88.66954914,0.623996735,0.01564413,2.355592105,0.236958085,False
186,9,8.174863496,14360,84.48140848,0.607309645,0.01928934,2.93902439,0.189345126,False
187,2,7.299994978,15260,81.80833288,0.643835616,0.034246575,1.48317757,0.0,False
188,8,8.393854555,15170,84.05604303,0.629375321,0.020401721,5.596162528,0.175466161,False
189,9,8.195156547,13080,90.92258283,0.638410337,0.023394675,8.836283186,0.0,False
190,6,8.190749788,14870,92.23796075,0.636428571,0.009107143,1.825925926,0.0,False
191,8,7.537188303,14500,89.57169058,0.618508997,0.025192802,1.695575221,0.445476791,False
192,19,7.443429059,14780,86.4029303,0.61318408,0.017827529,2.747674419,0.194718604,False
193,2,7.887556167,13830,82.77807216,0.628797886,0.021324778,2.397260274,0.200401747,False
194,6,8.208554483,14070,73.33187421,0.554191755,0.031264474,2.210362694,0.243814646,False
195,8,7.614809261,13760,84.72897426,0.645368492,0.021974307,2.3328,0.218366368,False
196,3,7.013883969,14950,70.18643182,0.539792388,0.038062284,2.618181818,0.093387834,True
197,6,7.647856668,14810,88.37173464,0.683683057,0.022236142,2.030128205,0.194861066,False
198,2,8.204456914,15830,86.0397637,0.635414672,0.018195748,2.572081218,0.0,False
199,10,7.918796078,15100,74.36389916,0.60270793,0.027079304,1.467816092,0.292410649,False
200,7,8.227452372,15230,79.16614896,0.627314521,0.023723045,6.968318584,0.0,False
201,15,8.322885417,14330,85.00328496,0.640581718,0.010618652,2.801531729,0.089154693,False
202,2,7.947217282,14410,79.33872387,0.606767411,0.022667543,2.247368421,0.275538427,False
203,6,8.024806148,14140,95.21759847,0.63721619,0.010858835,1.367944251,0.525522025,False
204,10,7.808490945,16310,82.26517308,0.54491018,0.009580838,2.290277778,0.0,True
205,10,7.780286735,15960,74.294791,0.549072643,0.042503864,2.22,0.048610733,False
206,15,8.628961097,11480,84.46870769,0.594179023,0.017938861,2.458581236,0.053420367,False
207,4,7.105038139,14070,86.76749275,0.584946237,0.010752688,2.090909091,0.302093127,False
208,11,7.671520709,15960,77.28528261,0.58954955,0.028828829,2.368103448,0.062099152,False
209,14,7.827061153,15680,72.91259867,0.54026975,0.028131021,2.395327103,0.0,False
210,11,8.316508621,12700,80.68047625,0.562464828,0.017585819,2.260912052,0.163590937,False
211,8,6.804815823,17280,83.78110306,0.595041322,0.002754821,2.393333333,0.058441558,True
212,5,8.139553142,14620,84.33224817,0.630818965,0.028232759,2.115566038,0.0,False
213,7,7.49391404,13920,90.54098411,0.66013409,0.03120165,2.385625,0.287819901,False
214,7,7.44963755,15620,82.15284173,0.596168582,0.015325671,2.009375,0.0,False
215,7,8.177973101,15610,83.154849,0.597761455,0.015506587,2.458928571,0.0,False
216,8,7.874387129,15680,88.26636533,0.638047954,0.028820538,2.462153846,0.0,False
217,4,7.994916798,14400,89.2819179,0.633768277,0.018878401,5.041866029,0.304523656,False
218,6,7.626369661,13060,85.94283364,0.60540135,0.028257064,1.813953488,0.314056673,False
219,7,7.459459891,15660,85.38137705,0.649150913,0.021787889,2.40390625,0.0,False
220,9,7.728910287,15620,71.80937234,0.582969432,0.063755459,2.605813953,0.0,False
221,10,8.114559298,14990,84.27358116,0.628900777,0.018277926,2.586394558,0.0,False
222,5,8.096346619,15660,88.68169782,0.591727819,0.011340894,2.113571429,0.0,False
223,6,8.437407842,15430,86.26648499,0.619631902,0.011042945,2.57115903,0.0,False
224,10,7.741023588,15850,84.98980933,0.591304348,0.013913044,2.243421053,0.096644632,False
225,6,3.935877021,14820,119.8399234,0.566666667,0.0,0.133333333,0.968830096,False
226,8,7.167684218,13770,79.03312652,0.622238061,0.032074127,1.967142857,0.262162203,False
227,11,7.452011564,13910,95.18443794,0.696353167,0.015355086,1.818309859,0.317602568,False
228,12,8.006360344,13830,88.83591618,0.609907121,0.014289116,2.292265193,0.272375528,False
229,6,7.851699582,13950,92.29639076,0.619470509,0.017091153,1.913157895,0.418108779,False
230,8,8.070896333,14420,77.27200834,0.568621868,0.019362187,2.061309524,0.246827882,False
231,10,8.185145989,17220,89.15632696,0.640892421,0.008455583,2.250357995,0.028646999,False
232,13,7.410673089,14840,85.74922843,0.600787402,0.022834646,2.047540984,0.0,False
233,5,6.280756338,14910,110.8354615,0.708187544,0.016095171,0.380487805,0.865845879,False
234,7,8.116294842,13570,87.53948061,0.627129338,0.015141956,2.511382114,0.194144972,False
235,10,8.088077823,14420,85.77314579,0.594540446,0.018532432,2.354819277,0.264297933,False
236,3,8.194602851,17380,84.4719931,0.621511822,0.018981019,2.902788845,0.057470511,False
237,3,7.868644566,13790,88.87824253,0.646488294,0.015050167,2.465546218,0.160352468,False
238,9,8.249750305,15960,90.77501806,0.609375,0.020477485,2.623809524,0.071611722,False
239,15,7.880629726,17390,79.69443129,0.574132492,0.028391167,2.425961538,0.03260523,False
240,9,7.843383392,16950,80.81748897,0.592662025,0.028387788,2.378343949,0.0,False
241,16,8.132502718,17000,80.41729993,0.630157317,0.016325319,2.339583333,0.0,False
242,8,8.623911014,12470,85.73240765,0.589401649,0.016318652,2.532723112,0.053897068,False
243,3,8.451478972,14990,86.7909864,0.602292678,0.010327378,2.88404908,0.0,False
244,7,8.333382806,15520,87.9941107,0.600789314,0.023375835,1.905621302,0.0,False
245,9,7.845218041,14410,80.51537392,0.584306096,0.023670558,2.430645161,0.175537725,False
246,6,6.995023406,15110,69.73416667,0.554973822,0.023560209,2.211764706,0.0,False
247,8,7.777593078,14000,89.04301987,0.62789104,0.012163783,1.830744337,0.406371838,False
248,3,6.543250329,17220,75.2717,0.577075099,0.04743083,2.083333333,0.030539921,True
249,16,6.524197925,14840,77.02604149,0.608333333,0.041666667,2.225,0.0,False
250,7,7.96775069,14070,92.09838915,0.628506098,0.0125,2.111221122,0.317707322,False
251,4,7.445741068,13770,94.22737974,0.642463235,0.011029412,2.326666667,0.267477275,False
252,2,8.350147118,14440,79.56152723,0.610664892,0.02247992,7.674814815,0.0,False
253,4,8.289014855,15860,90.6423908,0.61277498,0.01457726,1.814705882,0.0,False
254,6,8.271145277,14420,77.81663703,0.571690141,0.030985916,2.337710438,0.26314054,False
255,7,8.361709033,14680,79.82423096,0.572429497,0.016114906,1.995714286,0.0,False
256,7,8.40370212,14290,88.00025444,0.61815774,0.014273102,2.228333333,0.0,False
257,2,8.116278477,14490,87.62438182,0.624056509,0.022240161,4.803386454,0.228927979,False
258,15,7.862888359,16180,85.40054135,0.616968952,0.018751921,2.446923077,0.0,True
259,12,8.128259058,15370,87.98120174,0.649367453,0.01840138,2.258803987,0.0,False
260,6,8.227984595,13190,88.45611327,0.622148289,0.020754119,2.047826087,0.0,False
261,2,7.619966212,15120,89.30062039,0.656878996,0.021785461,1.828318584,0.0,False
262,7,7.981218077,17030,70.16456886,0.542914172,0.045908184,2.443902439,0.0,False
263,3,8.151580387,17350,83.98928021,0.639201173,0.027791355,2.842827869,0.032458084,False
264,7,8.489054838,14430,83.23815659,0.582521008,0.024313725,2.793589744,0.0,False
265,6,7.887462225,14440,79.4712339,0.611967779,0.031990794,2.464739884,0.181852887,False
266,6,7.954066633,14060,79.62056789,0.624685456,0.028057373,2.404923077,0.250809894,False
267,8,8.58835323,12570,83.36680042,0.582568345,0.013719358,2.802898551,0.0,False
268,9,7.731221938,14900,65.82456204,0.492906631,0.07852194,1.770588235,0.0,False
269,9,7.966161607,15020,80.39962612,0.585318425,0.021876519,2.574522293,0.0,False
270,7,7.600640176,14410,83.73262847,0.62392638,0.018404908,2.833628319,0.230346113,False
271,13,6.409190822,14850,77.07588283,0.598885794,0.030640669,1.873684211,0.245121746,True
272,7,8.729296685,13790,82.56679418,0.583716506,0.023545267,2.276513761,0.088889981,False
273,4,8.144877659,17230,82.29864888,0.609013398,0.020219245,2.822695035,0.025501203,True
274,11,6.838517417,16090,82.75800248,0.630573248,0.016985138,2.463157895,0.0,True
275,15,8.084378654,16000,76.73829739,0.561605723,0.026629571,2.469,0.084614561,False
276,10,7.747823123,14030,79.95741246,0.624654287,0.02647175,2.755555556,0.180284131,False
277,10,5.659789767,14390,111.2048154,0.677966102,0.016949153,0.383333333,0.945908778,False
278,1,8.13443383,13310,89.21015458,0.630934965,0.015294587,2.498634812,0.274022248,False
279,11,8.510701119,13070,80.21482671,0.605783599,0.01749143,2.711707317,0.186332182,False
280,7,7.677975429,13820,91.12505962,0.640477566,0.01559792,1.680066445,0.460105064,False
281,3,6.790906411,14950,86.58626738,0.628733997,0.022759602,2.251612903,0.224917199,True
282,11,8.1039261,14740,76.55792822,0.610783989,0.019781674,6.28940678,0.169004115,False
283,5,7.181069606,14890,83.72215601,0.64295302,0.009395973,1.876923077,0.221440653,False
284,10,7.713285918,15140,91.43327593,0.64536174,0.032845095,1.895689655,0.0,False
285,11,7.619394506,14420,81.12990574,0.587574356,0.023793787,2.396,0.154033468,False
286,17,6.452569426,17280,82.09327,0.609120521,0.016286645,1.683333333,0.180790258,True
287,4,8.067568848,13900,84.28048189,0.595029653,0.019862562,1.947842402,0.396310321,False
288,14,8.127111892,14950,84.96960822,0.63139626,0.023177696,2.799363057,0.205231551,False
289,14,7.792085764,14400,80.36456635,0.657931035,0.023793103,2.598198198,0.135468082,False
290,30,6.946731572,16220,83.23209942,0.589800444,0.028824834,1.947826087,0.0,True
291,12,7.848659903,14790,80.35873233,0.598642022,0.028668427,1.924264706,0.292856169,False
292,10,7.393035801,15270,91.955667,0.633150039,0.018067557,1.237,0.0,False
293,1,8.375930897,14500,81.03174776,0.626721195,0.027614152,4.896786389,0.210558408,False
294,4,6.642963208,17140,85.18194469,0.66419295,0.020408163,2.148,0.040079527,True
295,10,7.636846825,14300,88.5322133,0.651977401,0.024293785,1.531578947,0.369056983,False
296,4,7.339321071,14010,96.67475612,0.657648283,0.03433923,1.056666667,0.605534233,False
297,3,7.797663239,14180,95.37137343,0.657191038,0.014454348,1.624,0.449769309,False
298,5,6.951978965,17220,87.58399887,0.69037037,0.028148148,2.286206897,0.067006777,True
299,7,7.914012431,17350,86.43001138,0.626676888,0.024147183,2.850190114,0.021183485,False
300,4,7.479053522,10890,90.68247781,0.639977069,0.008790369,1.717288136,0.317100354,False
301,5,8.268199069,13940,87.61715376,0.602417511,0.024447348,5.893811075,0.36100003,False
302,3,7.66398203,13760,77.00051409,0.646897094,0.049293009,2.155744681,0.235692469,False
303,12,8.147717364,13970,86.96668006,0.544942276,0.019516218,2.007022472,0.021897322,False
304,4,6.465872845,13410,89.67672525,0.662258393,0.024415056,1.962,0.208182857,False
305,9,8.002396704,13760,75.18637663,0.593573265,0.026735219,2.607534247,0.237144705,False
306,8,7.689197579,14950,81.70753649,0.576879486,0.032111825,2.348181818,0.247310022,False
307,6,7.926984754,14180,79.50443694,0.591708126,0.04344942,2.242424242,0.221485586,False
308,6,8.165697087,15680,81.11346547,0.581372927,0.019861165,2.67037037,0.0,False
309,5,6.971910846,15230,85.63680279,0.594477998,0.044003451,2.048214286,0.0,True
310,9,7.526167218,17390,85.1559652,0.645288604,0.008386778,3.2192,0.004297793,False
311,6,7.66314783,16950,75.8030808,0.515448749,0.054928887,2.169148936,0.0,True
312,9,7.963863489,13830,85.08821553,0.633433457,0.020563771,3.925688073,0.36024535,False
313,11,8.1355366,14800,80.06829934,0.611473273,0.009995654,2.016568047,0.23640118,False
314,6,7.752936098,14070,78.96097681,0.615338346,0.035488722,2.169736842,0.230303605,False
315,5,8.299099166,13810,84.1586453,0.611134812,0.013011945,2.38537859,0.042721563,False
